,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
101,215.0,340.0,109058.0,109106.0,3630.0,173.0,100.0,292575.0,35.0,108.0,1666.0,0.0,1.0,40.0,0.2581,0.395,0.384,0.075,0.7225,0.48,0.0,3.5599,2.0969,1.6812,-0.616,-0.3703,1.0,0.0
102,0.0,9.0,35152.0,35164.0,61.0,10.0,12.0,10855.0,168.0,189.0,1387.0,0.0,1.0,40.0,0.0,0.4352,0.75,0.0065,0.9,1.0,1.0,1.7853,0.9542,1.0792,0.25,0.3902,0.215,0.0
103,51.0,172.0,320720.0,320767.0,3671.0,175.0,89.0,379850.0,46.0,124.0,1360.0,0.0,1.0,40.0,0.075,0.3545,0.3884,0.08900000000000001,0.6914,0.5281,0.0,3.5648,2.0828,1.6721,-0.6116,-0.1916,1.0,0.0
104,41.0,191.0,1540695.0,1540855.0,12260.0,660.0,378.0,1424210.0,33.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.4892,0.9375,0.107,0.2273,0.4233,1.0,4.0885,2.1761,2.2041,0.0625,-0.0924,1.0,0.0
105,41.0,214.0,1775604.0,1775675.0,6686.0,273.0,132.0,687345.0,36.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4557,0.4104,0.1276,0.6337,0.5379,0.0,3.8252,2.238,1.8513,-0.5896,-0.1969,1.0,0.0
106,39.0,190.0,611732.0,611792.0,5941.0,207.0,117.0,618605.0,45.0,126.0,1356.0,0.0,1.0,40.0,0.0575,0.3443,0.3974,0.1114,0.7295,0.5128,0.0,3.7739,2.1790000000000003,1.7781,-0.6026,-0.1865,1.0,0.0
107,919.0,928.0,578380.0,578392.0,88.0,10.0,13.0,14808.0,148.0,182.0,1387.0,0.0,1.0,40.0,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1.0,1.9445,0.9542,1.0792,0.25,0.3146,0.215,0.0
108,39.0,188.0,1597511.0,1597679.0,13612.0,579.0,357.0,1577022.0,30.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.4562,0.8869,0.1064,0.2573,0.4706,1.0,4.1339,2.1732,2.2253,0.1131,-0.0949,1.0,0.0
109,41.0,211.0,2052389.0,2052461.0,6476.0,296.0,156.0,675748.0,43.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4709,0.4235,0.1254,0.5743,0.4615,0.0,3.8113,2.2304,1.8573,-0.5765,-0.1848,1.0,0.0
110,126.0,163.0,544375.0,544389.0,200.0,50.0,30.0,24389.0,114.0,134.0,1358.0,0.0,1.0,40.0,0.1856,0.6139,0.3784,0.0272,0.74,0.4667,0.0,2.301,1.5682,1.1461,-0.6216,-0.0473,0.8082,0.0
111,84.0,214.0,7261606.0,7261658.0,4080.0,188.0,91.0,435821.0,64.0,127.0,1358.0,0.0,1.0,40.0,0.1237,0.3965,0.4,0.0957,0.6915,0.5714,0.0,3.6107,2.1139,1.716,-0.6,-0.1655,1.0,0.0
112,41.0,212.0,1970779.0,1970846.0,6603.0,271.0,138.0,688556.0,38.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4237,0.3918,0.1259,0.631,0.4855,0.0,3.8197,2.233,1.8261,-0.6082,-0.1853,1.0,0.0
113,1.0,250.0,115072.0,115195.0,15650.0,943.0,539.0,1732196.0,23.0,140.0,1378.0,0.0,1.0,40.0,0.0014,0.489,0.494,0.1807,0.2641,0.2282,0.0,4.1945,2.3962,2.0899,-0.506,-0.1353,1.0,0.0
114,147.0,180.0,2765714.0,2765730.0,251.0,41.0,25.0,30451.0,115.0,132.0,1358.0,0.0,1.0,40.0,0.2165,0.5246,0.4848,0.0243,0.8049,0.64,0.0,2.3997,1.5185,1.2041,-0.5152,-0.0522,0.8183,0.0
115,41.0,192.0,1682722.0,1682891.0,11711.0,538.0,348.0,1308444.0,30.0,135.0,1402.0,0.0,1.0,40.0,0.0585,0.5411,0.8935,0.1077,0.2807,0.4856,1.0,4.0686,2.1790000000000003,2.2279,0.1065,-0.1271,1.0,0.0
116,39.0,218.0,965451.0,965599.0,16821.0,670.0,425.0,1972773.0,29.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.365,0.8268,0.128,0.2672,0.3482,0.0,4.2259,2.2529,2.1703,-0.1732,-0.0838,1.0,0.0
117,37.0,212.0,2829521.0,2829590.0,6426.0,275.0,134.0,668126.0,37.0,119.0,1356.0,0.0,1.0,40.0,0.0546,0.4678,0.3943,0.1291,0.6364,0.5149,0.0,3.8079,2.2430000000000003,1.8389,-0.6057,-0.1877,1.0,0.0
118,936.0,944.0,639848.0,639857.0,65.0,9.0,9.0,11132.0,161.0,182.0,1387.0,0.0,1.0,40.0,0.6388,0.0972,0.8889,0.0058,0.8889,1.0,1.0,1.8129,0.9031,0.9542,0.1111,0.33799999999999997,0.1773,0.0
119,41.0,215.0,1157189.0,1157378.0,16584.0,821.0,498.0,1936241.0,25.0,143.0,1398.0,0.0,1.0,40.0,0.0587,0.4957,0.9206,0.1245,0.2119,0.3795,1.0,4.2197,2.2406,2.2765,0.0794,-0.0879,1.0,0.0
120,41.0,212.0,2421444.0,2421508.0,5544.0,295.0,159.0,579951.0,43.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4934,0.3743,0.1259,0.5797,0.4025,0.0,3.7438,2.233,1.8062,-0.6257,-0.1827,1.0,0.0
121,37.0,199.0,1430612.0,1430780.0,14069.0,675.0,452.0,1642086.0,26.0,141.0,1400.0,0.0,1.0,40.0,0.0529,0.4831,0.9643,0.1157,0.24,0.3717,1.0,4.1483,2.2095,2.2253,0.0357,-0.0882,1.0,0.0
122,39.0,216.0,2797592.0,2797652.0,5846.0,323.0,149.0,608295.0,44.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.4495,0.33899999999999997,0.1303,0.5479999999999999,0.4027,0.0,3.7669,2.248,1.7781,-0.6609999999999999,-0.1871,1.0,0.0
123,39.0,209.0,1434944.0,1435012.0,6676.0,240.0,128.0,688430.0,37.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4225,0.4,0.1254,0.7083,0.5313,0.0,3.8245,2.2304,1.8325,-0.6,-0.1944,1.0,0.0
124,39.0,195.0,1810559.0,1810727.0,11813.0,591.0,367.0,1361903.0,27.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5493,0.9286,0.1114,0.264,0.4578,1.0,4.0724,2.1931,2.2253,0.0714,-0.0993,1.0,0.0
125,39.0,182.0,65059.0,65121.0,4471.0,248.0,116.0,470165.0,39.0,135.0,1360.0,0.0,1.0,40.0,0.0573,0.4957,0.4336,0.1051,0.5766,0.5345,0.0,3.6504,2.1553,1.7924,-0.5664,-0.1785,1.0,0.0
126,41.0,209.0,1853674.0,1853744.0,6484.0,223.0,117.0,666047.0,40.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4486,0.4167,0.1237,0.7534,0.5983,0.0,3.8118,2.2253,1.8451,-0.5833,-0.1975,1.0,0.0
127,0.0,230.0,308503.0,308712.0,25323.0,1022.0,593.0,3037459.0,24.0,148.0,1400.0,0.0,1.0,40.0,0.0,0.4732,0.9087,0.1643,0.2251,0.3525,0.0,4.4035,2.3617,2.3201,-0.0913,-0.0629,1.0,0.0
128,41.0,210.0,4440514.0,4440576.0,5688.0,303.0,154.0,598976.0,43.0,125.0,1356.0,0.0,1.0,40.0,0.0605,0.4572,0.3669,0.1246,0.5578,0.4026,0.0,3.755,2.2279,1.7924,-0.6331,-0.1773,1.0,0.0
129,41.0,232.0,844714.0,844903.0,20313.0,755.0,497.0,2400588.0,23.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.4373,0.9895,0.1364,0.253,0.3803,0.0,4.3078,2.281,2.2765,-0.0105,-0.0767,1.0,0.0
130,41.0,212.0,1935297.0,1935360.0,6493.0,293.0,135.0,676077.0,41.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.3973,0.3684,0.1259,0.5836,0.4667,0.0,3.8124,2.233,1.7993,-0.6316,-0.1865,1.0,0.0
131,39.0,214.0,1174946.0,1175131.0,13601.0,805.0,503.0,1579135.0,25.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5799,0.9459,0.125,0.2174,0.3678,1.0,4.1336,2.2430000000000003,2.2672,0.054000000000000006,-0.0929,1.0,0.0
132,100.0,175.0,909876.0,909953.0,1923.0,227.0,139.0,241083.0,116.0,140.0,1356.0,0.0,1.0,40.0,0.1475,0.667,0.9740000000000001,0.0553,0.3304,0.5539999999999999,1.0,3.284,1.8751,1.8865,0.026000000000000002,-0.0206,1.0,0.0
133,129.0,157.0,86408.0,86427.0,276.0,39.0,26.0,33858.0,115.0,135.0,1362.0,0.0,1.0,40.0,0.1894,0.4812,0.6786,0.0206,0.7179,0.7308,0.0,2.4409,1.4472,1.2787,-0.3214,-0.0416,0.8223,0.0
134,39.0,907.0,908650.0,908829.0,16469.0,929.0,568.0,1939163.0,27.0,143.0,1398.0,0.0,1.0,40.0,0.0558,0.894,0.2062,0.6209,0.9343,0.3151,0.0,4.2167,2.9385,2.2529,-0.7938,-0.0801,1.0,0.0
135,39.0,191.0,2300567.0,2300643.0,5957.0,289.0,166.0,637883.0,48.0,135.0,1404.0,0.0,1.0,40.0,0.0556,0.4843,0.5,0.1083,0.526,0.4578,0.0,3.775,2.1818,1.8808,-0.5,-0.1634,1.0,0.0
136,857.0,865.0,211983.0,211993.0,52.0,8.0,10.0,9968.0,178.0,207.0,1387.0,0.0,1.0,40.0,0.7527,0.35,0.8,0.0058,1.0,1.0,1.0,1.716,0.9031,1.0,0.2,0.4976,0.1852,0.0
137,367.0,440.0,795618.0,795659.0,2108.0,80.0,61.0,175110.0,6.0,119.0,1387.0,0.0,1.0,40.0,0.5292,0.2957,0.5616,0.0526,0.9125,0.6721,0.0,3.3239,1.8633,1.6128,-0.4384,-0.35100000000000003,1.0,0.0
138,936.0,942.0,625664.0,625675.0,52.0,9.0,11.0,8801.0,159.0,181.0,1387.0,0.0,1.0,40.0,0.6417,0.2121,0.5454,0.0043,0.6667,1.0,1.0,1.716,0.7782,1.0414,0.4545,0.3223,0.1715,0.0
139,41.0,185.0,2460355.0,2460408.0,5357.0,181.0,90.0,764.0,123.0,134.0,1402.0,0.0,1.0,40.0,0.0585,0.2981,0.3681,0.1027,0.7956,0.5889,0.0,3.7289,2.1584,1.7243,-0.6319,-0.9989,1.0,0.0
140,39.0,197.0,1913522.0,1913670.0,12834.0,570.0,356.0,1487763.0,37.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.4512,0.9367,0.1129,0.2772,0.4157,0.0,4.1084,2.1987,2.1703,-0.0633,-0.0944,1.0,0.0
141,39.0,212.0,2233368.0,2233436.0,6310.0,290.0,151.0,658162.0,41.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4636,0.3931,0.1276,0.5965,0.4503,0.0,3.8,2.238,1.8325,-0.6069,-0.1851,1.0,0.0
142,41.0,213.0,1637218.0,1637282.0,6206.0,257.0,128.0,641502.0,39.0,127.0,1356.0,0.0,1.0,40.0,0.0605,0.4362,0.3721,0.1268,0.6693,0.5,0.0,3.7928,2.2355,1.8062,-0.6279,-0.1924,1.0,0.0
143,41.0,190.0,508837.0,508896.0,5702.0,216.0,119.0,591835.0,45.0,126.0,1356.0,0.0,1.0,40.0,0.0605,0.3514,0.396,0.1099,0.6898,0.4958,0.0,3.7560000000000002,2.1732,1.7708,-0.604,-0.1891,1.0,0.0
144,37.0,218.0,1285016.0,1285196.0,15704.0,976.0,557.0,1814409.0,25.0,142.0,1396.0,0.0,1.0,40.0,0.053,0.518,0.9945,0.1297,0.1855,0.3232,0.0,4.196000000000001,2.2577,2.2553,-0.0055,-0.0974,1.0,0.0
145,0.0,223.0,500276.0,500482.0,21987.0,1050.0,684.0,2638402.0,21.0,143.0,1398.0,0.0,1.0,40.0,0.0,0.5214,0.9238,0.1595,0.2124,0.3012,0.0,4.3422,2.3483,2.3139,-0.0762,-0.0625,1.0,0.0
146,39.0,190.0,799788.0,799848.0,5817.0,212.0,131.0,598890.0,49.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.358,0.3974,0.1112,0.7123,0.45799999999999996,0.0,3.7647,2.1790000000000003,1.7781,-0.6026,-0.1957,1.0,0.0
147,41.0,217.0,1960132.0,1960200.0,6987.0,251.0,123.0,725465.0,43.0,125.0,1356.0,0.0,1.0,40.0,0.0605,0.4162,0.3864,0.1298,0.7012,0.5529,0.0,3.8443,2.2455,1.8325,-0.6136,-0.1888,1.0,0.0
148,39.0,214.0,2027555.0,2027621.0,6592.0,265.0,125.0,687299.0,44.0,124.0,1356.0,0.0,1.0,40.0,0.0575,0.4293,0.3771,0.1291,0.6604,0.528,0.0,3.819,2.2430000000000003,1.8195,-0.6229,-0.1855,1.0,0.0
149,39.0,173.0,2616577.0,2616725.0,8344.0,558.0,338.0,945879.0,52.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5793,0.9054,0.0957,0.2401,0.4379,1.0,3.9214,2.1271,2.1703,0.0946,-0.1144,1.0,0.0
150,1314.0,1333.0,3149494.0,3149542.0,566.0,28.0,49.0,49867.0,70.0,103.0,1387.0,0.0,1.0,40.0,0.0779,0.3794,0.3958,0.0137,0.6786,0.9796,1.0,2.7528,1.2787,1.6812,0.6042,-0.3117,0.9831,0.0
151,41.0,216.0,2985655.0,2985724.0,7003.0,252.0,138.0,734568.0,40.0,127.0,1356.0,0.0,1.0,40.0,0.0605,0.42,0.3943,0.1291,0.6944,0.5,0.0,3.8453,2.2430000000000003,1.8389,-0.6057,-0.1805,1.0,0.0
152,39.0,172.0,334925.0,334972.0,4123.0,177.0,90.0,426267.0,40.0,126.0,1360.0,0.0,1.0,40.0,0.0573,0.3404,0.3534,0.0978,0.7514,0.5222,0.0,3.6152,2.1239,1.6721,-0.6466,-0.1923,1.0,0.0
153,41.0,212.0,1505915.0,1505982.0,6494.0,315.0,145.0,671353.0,38.0,127.0,1356.0,0.0,1.0,40.0,0.0605,0.4332,0.3918,0.1261,0.5429,0.4621,0.0,3.8125,2.233,1.8261,-0.6082,-0.1923,1.0,0.0
154,39.0,210.0,2449833.0,2449893.0,5816.0,273.0,132.0,618320.0,51.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.4331,0.3509,0.1259,0.6264,0.4545,0.0,3.7646,2.233,1.7781,-0.6491,-0.1694,1.0,0.0
155,827.0,843.0,48480.0,48539.0,443.0,56.0,60.0,79713.0,77.0,221.0,1387.0,0.0,1.0,40.0,0.7844,0.5307,0.2712,0.0115,0.2857,0.9833,1.0,2.6464,1.2041,1.7708,0.7288,0.4058,0.9863,0.0
156,39.0,214.0,1527208.0,1527274.0,6661.0,247.0,133.0,686124.0,41.0,133.0,1356.0,0.0,1.0,40.0,0.0575,0.4233,0.3771,0.1291,0.7085,0.4962,0.0,3.8235,2.2430000000000003,1.8195,-0.6229,-0.1953,1.0,0.0
157,147.0,172.0,2975077.0,2975090.0,170.0,28.0,14.0,20714.0,114.0,132.0,1356.0,0.0,1.0,40.0,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.0,2.2304,1.3979,1.1139,-0.48,-0.0481,0.5378,0.0
158,39.0,68.0,1327718.0,1327750.0,539.0,94.0,63.0,68416.0,119.0,135.0,1402.0,0.0,1.0,40.0,0.0556,0.4192,0.9063,0.0207,0.3085,0.5079,1.0,2.7316,1.4624,1.5051,0.0938,-0.0083,0.9848,0.0
159,41.0,196.0,579795.0,579857.0,6057.0,209.0,138.0,627913.0,39.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.3697,0.4,0.1141,0.7416,0.4493,0.0,3.7823,2.1903,1.7924,-0.6,-0.1901,1.0,0.0
160,41.0,213.0,2740809.0,2740889.0,6532.0,356.0,186.0,685717.0,43.0,134.0,1358.0,0.0,1.0,40.0,0.0604,0.5253,0.4651,0.1267,0.4832,0.4301,0.0,3.815,2.2355,1.9031,-0.5349,-0.1799,1.0,0.0
161,39.0,175.0,409491.0,409539.0,3920.0,166.0,88.0,407163.0,45.0,125.0,1360.0,0.0,1.0,40.0,0.0573,0.3995,0.3529,0.1,0.8193,0.5454,0.0,3.5933,2.1335,1.6812,-0.6471,-0.1885,1.0,0.0
162,41.0,181.0,2542022.0,2542072.0,4635.0,226.0,128.0,491662.0,38.0,127.0,1400.0,0.0,1.0,40.0,0.0586,0.3379,0.3571,0.1,0.6195,0.3906,0.0,3.6660000000000004,2.1461,1.699,-0.6429,-0.1713,1.0,0.0
163,41.0,212.0,1309877.0,1310041.0,11271.0,664.0,396.0,1297285.0,27.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.5981,0.9591,0.122,0.2575,0.4141,0.0,4.052,2.233,2.2148,-0.0409,-0.1008,1.0,0.0
164,41.0,198.0,430771.0,430836.0,6376.0,200.0,110.0,659058.0,54.0,127.0,1360.0,0.0,1.0,40.0,0.0603,0.3752,0.414,0.1154,0.785,0.5909,0.0,3.8045,2.1959,1.8129,-0.586,-0.1925,1.0,0.0
165,41.0,226.0,695578.0,695788.0,17706.0,802.0,537.0,2147442.0,24.0,148.0,1404.0,0.0,1.0,40.0,0.0584,0.5443,0.8809,0.1318,0.2307,0.3911,1.0,4.2481,2.2672,2.3222,0.1191,-0.0525,1.0,0.0
166,0.0,436.0,407936.0,408170.0,24365.0,1084.0,680.0,2935414.0,22.0,143.0,1404.0,0.0,1.0,40.0,0.0,0.7612,0.5367,0.3105,0.4022,0.3441,0.0,4.3868,2.6395,2.3692,-0.4633,-0.0588,1.0,0.0
167,892.0,903.0,908164.0,908176.0,92.0,12.0,12.0,14703.0,128.0,175.0,1387.0,0.0,1.0,40.0,0.6979,0.303,0.9167,0.0079,0.9167,1.0,1.0,1.9638,1.0414,1.0792,0.0833,0.2486,0.2432,0.0
168,39.0,218.0,1658501.0,1658584.0,6828.0,297.0,152.0,705056.0,42.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.5404,0.4637,0.1318,0.6027,0.5461,0.0,3.8343,2.2529,1.9191,-0.5363,-0.1933,1.0,0.0
169,47.0,182.0,270999.0,271050.0,3786.0,196.0,102.0,391378.0,40.0,126.0,1362.0,0.0,1.0,40.0,0.069,0.4501,0.3778,0.0991,0.6888,0.5,0.0,3.5782,2.1303,1.7076,-0.6222,-0.1924,1.0,0.0
170,41.0,216.0,2943077.0,2943144.0,6882.0,274.0,131.0,723207.0,48.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.413,0.3829,0.1289,0.6387,0.5114,0.0,3.8377,2.2430000000000003,1.8261,-0.6171,-0.179,1.0,0.0
171,933.0,940.0,612662.0,612672.0,52.0,9.0,10.0,8857.0,161.0,182.0,1387.0,0.0,1.0,40.0,0.6446,0.2571,0.7,0.005,0.7778,1.0,1.0,1.716,0.8451,1.0,0.3,0.3307,0.1753,0.0
172,41.0,218.0,2134009.0,2134076.0,6277.0,286.0,147.0,647965.0,40.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4707,0.3785,0.1303,0.6189,0.4558,0.0,3.7977,2.248,1.8261,-0.6215,-0.1935,1.0,0.0
173,41.0,198.0,622372.0,622437.0,6277.0,192.0,109.0,651641.0,43.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.3849,0.414,0.1156,0.8177,0.5963,0.0,3.7977,2.1959,1.8129,-0.586,-0.18899999999999997,1.0,0.0
174,41.0,214.0,1576890.0,1576955.0,6353.0,260.0,120.0,657020.0,37.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.435,0.3757,0.1274,0.6654,0.5417,0.0,3.803,2.238,1.8129,-0.6243,-0.192,1.0,0.0
175,39.0,214.0,1914002.0,1914070.0,6615.0,244.0,131.0,684236.0,36.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4441,0.3886,0.1289,0.7172,0.5191,0.0,3.8205,2.2430000000000003,1.8325,-0.6114,-0.1919,1.0,0.0
176,41.0,194.0,2339627.0,2339797.0,9183.0,602.0,355.0,1059263.0,40.0,141.0,1404.0,0.0,1.0,40.0,0.0584,0.6469,0.9,0.109,0.2542,0.4789,1.0,3.963,2.1847,2.2304,0.1,-0.0988,1.0,0.0
177,41.0,216.0,2708878.0,2708939.0,6298.0,275.0,134.0,654634.0,42.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.41,0.3486,0.1289,0.6364,0.4552,0.0,3.7992,2.2430000000000003,1.7853,-0.6514,-0.1879,1.0,0.0
178,39.0,195.0,1863816.0,1864008.0,13037.0,623.0,387.0,1505833.0,35.0,143.0,1402.0,0.0,1.0,40.0,0.0556,0.5647,0.8125,0.1113,0.2504,0.4961,1.0,4.1152,2.1931,2.2833,0.1875,-0.0976,1.0,0.0
179,39.0,226.0,702679.0,702873.0,18071.0,814.0,534.0,2160349.0,27.0,148.0,1400.0,0.0,1.0,40.0,0.0557,0.5019,0.9639,0.1336,0.2297,0.3633,1.0,4.257,2.2718,2.2878,0.0361,-0.066,1.0,0.0
180,39.0,192.0,1831860.0,1832017.0,11809.0,621.0,400.0,1367596.0,36.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5084,0.9745,0.1093,0.2464,0.3925,1.0,4.0722,2.1847,2.1959,0.0255,-0.0952,1.0,0.0
181,41.0,187.0,1700480.0,1700639.0,13041.0,616.0,365.0,1508999.0,37.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.4382,0.9182,0.1043,0.237,0.4356,1.0,4.1153,2.1644,2.2014,0.0818,-0.096,1.0,0.0
182,570.0,585.0,155584.0,155593.0,74.0,16.0,11.0,15069.0,196.0,210.0,1387.0,0.0,1.0,40.0,0.8219,0.4518,0.6,0.0108,0.9375,0.8182,0.0,1.8692,1.1761,0.9542,-0.4,0.5909,0.2469,0.0
183,43.0,230.0,830512.0,830692.0,18896.0,768.0,507.0,2225392.0,22.0,142.0,1404.0,0.0,1.0,40.0,0.0613,0.4386,0.9626,0.1332,0.2435,0.355,0.0,4.2764,2.2718,2.2553,-0.0374,-0.0799,1.0,0.0
184,39.0,212.0,2070134.0,2070204.0,6399.0,287.0,132.0,666455.0,41.0,126.0,1356.0,0.0,1.0,40.0,0.0575,0.4716,0.4046,0.1276,0.6028,0.5303,0.0,3.8061,2.238,1.8451,-0.5954,-0.1863,1.0,0.0
185,141.0,148.0,236266.0,236280.0,60.0,8.0,14.0,11189.0,178.0,198.0,1387.0,0.0,1.0,40.0,0.2033,0.3878,0.5,0.005,0.875,1.0,1.0,1.7781,0.8451,1.1461,0.5,0.4569,0.204,0.0
186,41.0,190.0,2254407.0,2254463.0,4995.0,232.0,124.0,527906.0,39.0,127.0,1402.0,0.0,1.0,40.0,0.0585,0.4014,0.3758,0.1063,0.6422,0.4516,0.0,3.6985,2.1732,1.7482,-0.6242,-0.1743,1.0,0.0
187,236.0,249.0,64701.0,64720.0,175.0,13.0,19.0,18625.0,61.0,126.0,1373.0,0.0,1.0,40.0,0.3438,0.2915,0.6842,0.0095,1.0,1.0,1.0,2.2430000000000003,1.1139,1.2787,0.3158,-0.1685,0.4089,0.0
188,41.0,212.0,4419228.0,4419287.0,6175.0,266.0,144.0,652005.0,46.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.38799999999999996,0.345,0.1259,0.6429,0.4097,0.0,3.7906,2.233,1.7708,-0.655,-0.1751,1.0,0.0
189,41.0,213.0,2290146.0,2290212.0,5753.0,291.0,160.0,602131.0,40.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4932,0.3837,0.1267,0.5911,0.4125,0.0,3.7599,2.2355,1.8195,-0.6163,-0.1823,1.0,0.0
190,39.0,196.0,441418.0,441483.0,6213.0,210.0,123.0,649441.0,55.0,124.0,1356.0,0.0,1.0,40.0,0.0575,0.3912,0.414,0.1158,0.7476,0.5285,0.0,3.7933,2.1959,1.8129,-0.586,-0.1834,1.0,0.0
191,39.0,217.0,1803992.0,1804079.0,6816.0,333.0,162.0,699635.0,36.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.5599,0.4888,0.1311,0.5345,0.537,0.0,3.8335,2.2504,1.9395,-0.5112,-0.1981,1.0,0.0
192,39.0,212.0,2776296.0,2776362.0,6172.0,263.0,143.0,648030.0,39.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.4595,0.3815,0.1274,0.6578,0.4615,0.0,3.7904,2.238,1.8195,-0.6185,-0.1797,1.0,0.0
193,39.0,200.0,718174.0,718237.0,6181.0,209.0,117.0,638448.0,44.0,127.0,1356.0,0.0,1.0,40.0,0.0575,0.3906,0.3913,0.1187,0.7703,0.5385,0.0,3.7911,2.2068,1.7993,-0.6087,-0.193,1.0,0.0
194,50.0,181.0,345580.0,345626.0,3666.0,161.0,78.0,379668.0,43.0,125.0,1360.0,0.0,1.0,40.0,0.0735,0.3916,0.3512,0.0963,0.8137,0.5897,0.0,3.5642,2.1173,1.6628,-0.6489,-0.1909,1.0,0.0
195,41.0,182.0,398837.0,398889.0,4409.0,191.0,102.0,456908.0,47.0,125.0,1362.0,0.0,1.0,40.0,0.0602,0.3987,0.3688,0.1035,0.7382,0.5098,0.0,3.6443,2.1492,1.716,-0.6312,-0.1904,1.0,0.0
196,41.0,218.0,2002718.0,2002782.0,6944.0,256.0,113.0,723643.0,41.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.387,0.3616,0.1303,0.6914,0.5664,0.0,3.8416,2.248,1.8062,-0.6384,-0.1858,1.0,0.0
197,41.0,210.0,4383746.0,4383803.0,5499.0,298.0,138.0,581466.0,43.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4291,0.3373,0.1244,0.5671,0.413,0.0,3.7403,2.2279,1.7559,-0.6627,-0.1739,1.0,0.0
198,41.0,218.0,1473977.0,1474044.0,7017.0,274.0,156.0,723789.0,36.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4083,0.3785,0.1303,0.6459999999999999,0.4295,0.0,3.8461,2.248,1.8261,-0.6215,-0.1942,1.0,0.0
199,238.0,354.0,87744.0,87794.0,3288.0,191.0,114.0,260660.0,36.0,103.0,1664.0,0.0,1.0,40.0,0.2861,0.4331,0.431,0.0697,0.6073,0.4386,0.0,3.5169,2.0645,1.699,-0.569,-0.3807,1.0,0.0
200,41.0,209.0,4401486.0,4401544.0,5533.0,288.0,155.0,584291.0,43.0,126.0,1356.0,0.0,1.0,40.0,0.0605,0.4322,0.3452,0.1239,0.5833,0.3742,0.0,3.7430000000000003,2.2253,1.7634,-0.6548,-0.175,1.0,0.0
201,39.0,215.0,2109173.0,2109236.0,6763.0,277.0,151.0,706929.0,42.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.3901,0.358,0.1296,0.6354,0.4172,0.0,3.8301,2.2455,1.7993,-0.6421,-0.1834,1.0,0.0
202,41.0,220.0,1679793.0,1679864.0,6519.0,331.0,159.0,674120.0,41.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4871,0.3966,0.132,0.5408,0.4465,0.0,3.8142,2.2529,1.8513,-0.6033,-0.1921,1.0,0.0
203,52.0,174.0,281656.0,281703.0,3703.0,187.0,94.0,384266.0,37.0,126.0,1362.0,0.0,1.0,40.0,0.0764,0.3542,0.3853,0.0896,0.6524,0.5,0.0,3.5686,2.0864,1.6721,-0.6148,-0.1893,1.0,0.0
